"ID","name","date","link","text","score","exclam"
6675,NA,"8/12/2011","/KimKardashian/status/102066887575339009","I am obsessed w this shoe!!! RT @ShoeDazzle: Ooh La La! Slip into La La’s ShoeDazzle Shoe!... http://fb.me/WpuWAJQ9 ",0,5
6676,NA,"8/11/2011","/KimKardashian/status/101837819357560832","It’s almost time to declare this week’s winner on @projectrunway. I have my favorite, who do you think should win",3,0
6677,"Kendall","8/11/2011","/KimKardashian/status/101775711496445953","Go @KendallJenner!!!! http://bit.ly/rdWJ1x So amazing!",1,5
6678,NA,"8/11/2011","/KimKardashian/status/101716348069089280","I had so much fun as a guest judge on @projectrunway with @heidiklum!! Watch tonight at 9/8c on @lifetimetv",1,2
6679,NA,"8/11/2011","/KimKardashian/status/101529173193011200","Now heading home to snuggle",0,0
6680,"Kylie","8/10/2011","/KimKardashian/status/101262896201351168","Happy Birthday @KylieJenner!!!! I love you sooo much!!!",2,7
6681,NA,"8/10/2011","/KimKardashian/status/101178462907281408","Do u brush your teeth before u take the red eye flight? I always do in the bathroom. Otherwise its like falling alseep w-out brushing! Yuck",0,1
6682,NA,"8/9/2011","/KimKardashian/status/101140056256950272","Wow!!! So many of our pieces from the Kardashian Kollection presale have already sold out! Go to http://www.sears.com/kardashia ​n to see what's left!",1,5
6683,NA,"8/9/2011","/KimKardashian/status/101082419045740545","What is going on in London??!!?? These riots have to stop! I just hope everyone is ok!",0,4
6684,NA,"8/9/2011","/KimKardashian/status/101004287156555777","Can't believe we only have 48 hrs left of the Sears Pre-Sale!! Get Kardashian Kollection items at 30% OFF!! www.sears.com/kardashian",0,4
6685,NA,"8/9/2011","/KimKardashian/status/100974652603629568","Dolls my limited edition wedding fragrance 'LOVE' is still available on http://kardashianfragrance.com/ Have any of you tried it yet?",1,0
6686,NA,"8/9/2011","/KimKardashian/status/100930858009112577","Our 72 hour pre-sale started yesterday at Sears.com with 30% OFF to celebrate. Check out our Kardashian Kollection!!!  ",1,3
6687,NA,"8/9/2011","/KimKardashian/status/100930610285121536","Up and at 'em!!!!!",0,5
6688,NA,"8/8/2011","/KimKardashian/status/100709089973243904","LOVE this fab jumpsuit from our 72-hour Kardashian Kollection presale! 30% off! http://www.sears.com/kardashian http://twitpic.com/635rmq",1,2
6689,NA,"8/8/2011","/KimKardashian/status/100692619859992577","I love this! RT @RevRunWisdom: Stop worryin!! WTF?? (W)here's (T)he (F)aith?????",2,3
6690,NA,"8/8/2011","/KimKardashian/status/100689479110635521","Want to see more of me in 3D?! Check out the cool pics now athttp://eonli.ne/qiXS1b ",1,1
6691,NA,"8/8/2011","/KimKardashian/status/100630963322761217","I hate cilantro w a passion!",0,1
6692,NA,"8/8/2011","/KimKardashian/status/100590627489726464","Dolls the Kardashian Kollection 72-hour presale has begun and everything is 30% off!!! Head over to http://www.sears.com/kardashian  to start shopping!",0,4
6693,NA,"8/8/2011","/KimKardashian/status/100554766530260992","Rise & glam! I'm soooo sleepy but have to wake up!",0,2
6694,"Kris","8/8/2011","/KimKardashian/status/100431847439351808","What do u guys think of Keeping Up W Kardashians tonight??? How funny is my mom!",-1,1
6695,"Kris","8/7/2011","/KimKardashian/status/100376267936899073","Choice Tv Variety Stars! RT @sewitums: What award did @KourtneyKardash @KhloeKardashian @KimKardashian @KrisJenner win?",3,1
6695,"Kim","8/7/2011","/KimKardashian/status/100376267936899073","Choice Tv Variety Stars! RT @sewitums: What award did @KourtneyKardash @KhloeKardashian @KimKardashian @KrisJenner win?",3,1
6695,"Kourtney","8/7/2011","/KimKardashian/status/100376267936899073","Choice Tv Variety Stars! RT @sewitums: What award did @KourtneyKardash @KhloeKardashian @KimKardashian @KrisJenner win?",3,1
6695,"Khloe","8/7/2011","/KimKardashian/status/100376267936899073","Choice Tv Variety Stars! RT @sewitums: What award did @KourtneyKardash @KhloeKardashian @KimKardashian @KrisJenner win?",3,1
6696,NA,"8/7/2011","/KimKardashian/status/100374053889642496","We won a Teen Choice Award for best Variety tv show! Thanks to everyone who voted! Let's go surfing!!!",4,5
6697,"Khloe","8/7/2011","/KimKardashian/status/100372212179140609","R u watching Teen Choice? What a fun party in here!!! Loved opening the show w @KourtneyKardash @KhloeKardashian @KendallJenner @KylieJenner",2,3
6697,"Kylie","8/7/2011","/KimKardashian/status/100372212179140609","R u watching Teen Choice? What a fun party in here!!! Loved opening the show w @KourtneyKardash @KhloeKardashian @KendallJenner @KylieJenner",2,3
6697,"Kourtney","8/7/2011","/KimKardashian/status/100372212179140609","R u watching Teen Choice? What a fun party in here!!! Loved opening the show w @KourtneyKardash @KhloeKardashian @KendallJenner @KylieJenner",2,3
6697,"Kendall","8/7/2011","/KimKardashian/status/100372212179140609","R u watching Teen Choice? What a fun party in here!!! Loved opening the show w @KourtneyKardash @KhloeKardashian @KendallJenner @KylieJenner",2,3
6698,NA,"8/7/2011","/KimKardashian/status/100344114574393345","After TCA's everyone has to tune into Keeping Up With The Kardashians tonight on E at 10pm/9pm c!",0,1
6699,NA,"8/7/2011","/KimKardashian/status/100314201733607426","Just googled the cutest 10 year old singer Jackie Evancho, I'm obsessed with her!!!!!! She is a little angel!",1,7
6700,NA,"8/7/2011","/KimKardashian/status/100301813798027264","Getting ready for the Teen Choice Awards! This is going to be fun!!! Me & my sisters have a fun surpirse for u guys during the show! Tune in",4,5
6701,NA,"8/7/2011","/KimKardashian/status/100250013271207937","OMG! Tune into ABC’s GMA tomorrow morning to watch the first reveal of our Kardashian Kollection Sneak Peak 72hr Presale at SEARS!!!",-1,4
6702,"Kris","8/7/2011","/KimKardashian/status/100207241336066048","Up early! Quick workout before church w my mom! Hope everyone has a blessed day!",0,3
6703,NA,"8/7/2011","/KimKardashian/status/100098915906494465","I am seeing all of your songs for my 1st dance and loving all of the suggestions! You guys are so helpful! Thank you soooo much!",3,3
6704,NA,"8/7/2011","/KimKardashian/status/100098396064464897","I'm listening to itunes on shuffle and a backstreet boys song came on",0,0
6705,NA,"8/7/2011","/KimKardashian/status/100098286299521025","I remember when I was in love with the backstreet boys! I was so obsessed with Kevin Richardson",1,1
6706,NA,"8/6/2011","/KimKardashian/status/100038793989591040","Preach! RT @ciara: LOVE is stronger than PRIDE..",2,1
6707,NA,"8/6/2011","/KimKardashian/status/100010588427653120","The love of my life! http://twitpic.com/6258xj",1,1
6708,NA,"8/6/2011","/KimKardashian/status/100005431493132289","Ok guys please help! We still haven't chosen our 1st dance song! Any suggestions? So many good songs!",1,3
6709,"Kim","8/6/2011","/KimKardashian/status/99913929555329024","2 teen choice I'm gonna wear a cute Givenchy dress w feathers RT @KourtneyKardash: I voted 4 Kourtney & Kim Take NY! What r u going to wear?",1,1
6709,"Kourtney","8/6/2011","/KimKardashian/status/99913929555329024","2 teen choice I'm gonna wear a cute Givenchy dress w feathers RT @KourtneyKardash: I voted 4 Kourtney & Kim Take NY! What r u going to wear?",1,1
6710,NA,"8/6/2011","/KimKardashian/status/99902465083846656","Teen Choice Awards tomorrow! Have u guys voted???",1,1
6711,"Kim","8/5/2011","/KimKardashian/status/99699487831883776","So true! Haha RT @RyanSeacrest: or the other way around! RT @KimKardashian: Have u ever thought someone was ... http://tmi.me/e3arh",0,2
6712,NA,"8/5/2011","/KimKardashian/status/99675368407040000","Sometimes the things that we can't change, end up changing us.",0,0
6713,NA,"8/5/2011","/KimKardashian/status/99610733171576832","Sometimes Minnesota makes everything better! I love it here!",2,2
6714,NA,"8/5/2011","/KimKardashian/status/99603570327945217","I hate my hair light, going back dark as soon as I get back home!",-2,1
6715,"Kim","8/5/2011","/KimKardashian/status/99565030424584192","Thanks doll! I love this pic! RT @ShayesSecret: Amazing.. @kimkardashian http://twitpic.com/61fol8",2,2
6716,"Kris","8/5/2011","/KimKardashian/status/99545547706335233","OMG my mom just started her own blog! I'm sure she will give good cooking tips & fab mommy advice! http://krisjenner.celebuzz.com/",1,2
6717,NA,"8/5/2011","/KimKardashian/status/99539457522405376","Have u ever thought someone was kinda cool, liked their vibe then saw their tweets and realized they are so lame? LOL",1,0
6718,NA,"8/4/2011","/KimKardashian/status/99272912879620097","So excited to watch @djPaulyD & @Sn00ki tonight on the Jersey Shore premiere!!!",1,3
6719,NA,"8/4/2011","/KimKardashian/status/99245749728051200","Inside my bridal shower!! http://bit.ly/oo5FZb",0,2
6720,NA,"8/4/2011","/KimKardashian/status/99225990512914432","I am so excited. Everybody watch E! News tonight at 7 to see my WMB cover in hi-def 3D!",1,2
6721,NA,"8/4/2011","/KimKardashian/status/99225611951808513","Love these behind the scenes photos from my WMB 3-D shoot! http://bit.ly/qCko5d",1,1
6722,NA,"8/4/2011","/KimKardashian/status/99136277860978690","Fun day in NY with @simoneharouche!!! #HighSchoolFlashBack",1,3
6723,NA,"8/4/2011","/KimKardashian/status/99096669995548672","Back in NY and it feels so good! I've missed u so much!!!",0,4
6724,"Kim","8/4/2011","/KimKardashian/status/98991015762997249","RT @NickSaglimbeni in less than 24 hours u will see how amazing @KimKardashian looks in 3D. It's like she's right in front of you. #WMB3D",3,0
6725,NA,"8/3/2011","/KimKardashian/status/98860706597847040","Sneak peek at our Kardashian Kollection! Love this purse! http://bit.ly/otq3pf Presale starts August 8",0,2
6726,NA,"8/3/2011","/KimKardashian/status/98815431145558016","I’m on the cover of Cosmo (LOVE it!) and in their hot new app for men—CFG: Cosmo for Guys. Download it! http://tinyurl.com/43crste",2,2
6727,NA,"8/3/2011","/KimKardashian/status/98806787339333632","OMG! Check out my limited edition wedding fragrance LOVE! http://bit.ly/nyQDMk  How fab is the bottle?",-1,2
6728,NA,"8/2/2011","/KimKardashian/status/98567810933993472","About to take a 12min nap! I reeeaaallllly need it!",0,2
6729,NA,"8/2/2011","/KimKardashian/status/98536060786720768","Lace bodysuits, spikes and studs for my WMB shoot! http://bit.ly/qfocSW",0,1
6730,"Kim","8/2/2011","/KimKardashian/status/98522891913674752","Luv this dress! RT @Zac_Posen: @KimKardashian u look fabulous in this dress! I'm sending you one in purple Xo Zp... http://twitrpix.com/fuce",1,2
6731,NA,"8/2/2011","/KimKardashian/status/98267907095662592","Kisses goodnight! http://twitpic.com/5zouzj",0,1
6732,NA,"8/2/2011","/KimKardashian/status/98256760183332864","If u could do it all over again...would u do it the exact same way?",0,0
6733,NA,"8/1/2011","/KimKardashian/status/98160125432430592","I'm a 3-D cover girl!!!!!! http://bit.ly/phAG4e  @NickSaglimbeni @WMB3D",0,6
6734,NA,"8/1/2011","/KimKardashian/status/98128833257025536","This will be my dream wedding dress!! http://bit.ly/pyCoKB  @VeraWangGang I'm so excited!",1,3
6735,NA,"8/1/2011","/KimKardashian/status/98068852608471040","Ok I'm trying a new psoriasis cream all week. I hope this works! I promise I will share the goods once I find something that really works!",3,2
6736,NA,"8/1/2011","/KimKardashian/status/98009561289605122","Rise & grind! Early morning photo shoot time!",-1,2
6737,"Kris","7/31/2011","/KimKardashian/status/97879626017292288","Omg watching Keeping Up & I can't believe my mom...seriously!!!",0,3
6738,NA,"7/31/2011","/KimKardashian/status/97847913513877504","An all new episode of Keeping Up With The Kardashians on E tonight! East coast starts in a few minutes!!!!!",0,6
6739,NA,"7/31/2011","/KimKardashian/status/97771402085662721","Heading to another baby shower today! Everyone's got baby fever!",-1,2
6740,NA,"7/31/2011","/KimKardashian/status/97750366074048512","Security will be enforced 24hrs a day. Looks like I will be moving soon…",1,0
6741,NA,"7/31/2011","/KimKardashian/status/97750256741138432","I luv 2 meet my fans,u mean the world 2 me but I please ask that u don’t show up 2 my home.It scares me&I feel it violates my personal space",0,0
6742,NA,"7/31/2011","/KimKardashian/status/97749859028828160","I wont answer my gate & I don’t find it appropriate. This is my personal space & my comfort zone & when that is violated, I have a problem.",1,0
6743,NA,"7/31/2011","/KimKardashian/status/97749663033204736","I pride myself in being very open & available to my fans, but the one place I won't interact or tolerate people showing up to is my home.",3,0
6744,NA,"7/31/2011","/KimKardashian/status/97730968454037504","Just had such an intense workout! Sled suicide sundays!",-2,2
6745,NA,"7/31/2011","/KimKardashian/status/97693415965343744","Even when I can sleep in, my body just wakes up! So annoying.",-1,1
6746,NA,"7/30/2011","/KimKardashian/status/97523569914953728","Spontaneous trips are always the best!",2,1
6747,NA,"7/30/2011","/KimKardashian/status/97406279865208832","Style switch and longer lashes!!! http://bit.ly/nqaIX0 ",0,3
6748,"Caitlyn","7/30/2011","/KimKardashian/status/97403918316863488","Just called Bruce to say congrats & he said at 4:05pm 35 years ago he finished the 1500 metres run & won the decathlon! What a cool feeling!",2,2
6749,"Caitlyn","7/30/2011","/KimKardashian/status/97400326851788800","Gooo Bruce!!!! RT @SimcaMoreno: Today in 1976 Bruce Jenner set the world record and won the gold medal in the decathlon #gobruce",2,4
6750,NA,"7/30/2011","/KimKardashian/status/97350960539648000","Getting ready for my friends baby shower! Can't believe all my friends are having babies!",1,2
6751,NA,"7/30/2011","/KimKardashian/status/97321812421124097","Help us make #SuperSaturday a trending topic – please watch & share this video to see why: http://bit.ly/mPIz5h",0,0
6752,NA,"7/30/2011","/KimKardashian/status/97186305938685952","Olive juice",0,0
6753,NA,"7/29/2011","/KimKardashian/status/97023207332249600","How cute are these phone covers my friend made me? http://bit.ly/qew7tq Love them!",2,1
6754,NA,"7/29/2011","/KimKardashian/status/96944333017710592","I love all my followers & want you to be aware of ovarian cancer prevention – please watch this video: http://bit.ly/mPIz5h",0,0
6755,NA,"7/28/2011","/KimKardashian/status/96805809173958656","Cooked Armenian food tonight for the 1st time...it was soooo yummy!",0,1
6756,NA,"7/28/2011","/KimKardashian/status/96701473966129152","Just $21 for this DREAMY bracelet!! 100% of the proceeds goes to the final wishes served by @dreamfound! http://bit.ly/rnczrr",0,3
6757,NA,"7/28/2011","/KimKardashian/status/96671275115753472","How cute is Mason asleep in his Shrek ears!? http://bit.ly/ohTA1B",1,1
6758,NA,"7/28/2011","/KimKardashian/status/96615144792133632","Ok so I workout so hard, I've been eating better but now gonna kick it up w QuickTrim! I'm gonna go on the 14 day program! I want results!",0,3
6759,NA,"7/28/2011","/KimKardashian/status/96555696782458880","Up so early can't sleep...not sure why I was sooo tired last night.",-1,0
6760,NA,"7/27/2011","/KimKardashian/status/96428282785959936","Just finished a really long work day! Bubble bath time!",1,2
6761,NA,"7/27/2011","/KimKardashian/status/96320104027004928","For every set back, God has a major comeback!",0,1
6762,NA,"7/27/2011","/KimKardashian/status/96246041707413504","Huge cover shoot today!!! I am soooo excited for this one! I will try to send a twitpic! It's my 1st cover for the middle east! Sooo major!",1,7
6763,NA,"7/27/2011","/KimKardashian/status/96242428918513664","Text ‘Berry’ to 85944 to make a $10 donation and #showyourhearts. The family needs our help!! Such a tragic story! http://bit.ly/n3fCas ",-1,3
6764,NA,"7/27/2011","/KimKardashian/status/96217188431699969","Up early! Time to get to work! Have a great day dolls!",2,3
6765,NA,"7/26/2011","/KimKardashian/status/96017584415186944","Happy birthday Grandma MJ! http://bit.ly/pT5EsU  This is one of my fav old school pics of us together!",2,2
6766,NA,"7/26/2011","/KimKardashian/status/95853889793961985","Rise & grind! Workout time! I'm so sleepy but I have to get up",-1,2
6767,NA,"7/25/2011","/KimKardashian/status/95677435894435840","Date night!",0,1
6768,NA,"7/25/2011","/KimKardashian/status/95614897014050816","Wow!!! Look at @kasasm's room!! http://bit.ly/qlMKdt  I love it, lol!! xo",2,7
6769,"Kim","7/25/2011","/KimKardashian/status/95406785275498496","Hi!!! What else is on the list?  RT @WTFJFresh14 Number 1 on my bucketlist: Get a tweet from @KimKardashian",0,3
6770,NA,"7/25/2011","/KimKardashian/status/95405716843671552","seriously @RobKardashian u follow rick ross and soulja boy but no family members...u are so weird w your twitter following and unfollowing",-1,0
6771,NA,"7/24/2011","/KimKardashian/status/95345190667169793","Keeping Up With The Kardashians is on NOW! What do u guys think?",0,1
6772,NA,"7/24/2011","/KimKardashian/status/95304197184032768","Can't wait for Keeping Up With the Kardashians tonight on E!!!!!",0,5
6773,NA,"7/24/2011","/KimKardashian/status/95226442308272128","I'm confident my wedding won't have any problems but these #Bridezillas really bring the DRAMA! SUN at 9p on @WEtv http://bit.ly/gTODvd -sp",0,1
6774,NA,"7/24/2011","/KimKardashian/status/95201377814458369","I wake up & just thanks the lord for my family & friends! Seriously I love life! I love all of the people who are in my life! #LovingLife",2,3
6775,"Khloe","7/24/2011","/KimKardashian/status/95064699221188608","Amazing nite! DJVice killed it! The ladies shut down Tao @lala @simoneharouche @KourtneyKardash @KhloeKardashian @jOYCEBONELLi @larsapippen",0,2
6775,"Kourtney","7/24/2011","/KimKardashian/status/95064699221188608","Amazing nite! DJVice killed it! The ladies shut down Tao @lala @simoneharouche @KourtneyKardash @KhloeKardashian @jOYCEBONELLi @larsapippen",0,2
6776,"Kim","7/24/2011","/KimKardashian/status/95016463567568897","Love u so much! RT @serenawilliams: @KimKardashian you looked radiant today.love u enjoy this moment.",3,1
6776,"Kris","7/24/2011","/KimKardashian/status/95016463567568897","Love u so much! RT @serenawilliams: @KimKardashian you looked radiant today.love u enjoy this moment.",3,1
6777,"Kim","7/23/2011","/KimKardashian/status/94929989522305024","I love u & remember what I told u! ;-) RT @ddlovato: Had such a fun time at @KimKardashian's bridal shower. God that family is gorgeous!",3,2
6778,"Kim","7/23/2011","/KimKardashian/status/94810611342524416","I love u! Can't wait! RT @ddlovato: Getting ready for the beautiful @KimKardashian's wedding shower!! Can't wait to see you lady! :)",3,5
6779,"Kim","7/23/2011","/KimKardashian/status/94804247106949120","Cant wait to c u! RT @MissKellyO getting ready 4 a wedding shower 4 the worlds most beautiful bride 2 be @KimKardashian i cant wait 2 c u",2,1
6780,NA,"7/23/2011","/KimKardashian/status/94803839303163905","Today is going to be a special day! Can't wait to see all of my friends and family!",0,2
6781,NA,"7/23/2011","/KimKardashian/status/94768767497814016","Please RT, like, and share this video: http://bit.ly/mPIz5h #SuperSaturday It’s important cause for all of us!",2,1
6782,NA,"7/22/2011","/KimKardashian/status/94602658974932992","Show your heart for little Peter and Aaron http://bit.ly/n3fCas This is such a tragic story!",-1,1
6783,NA,"7/22/2011","/KimKardashian/status/94560631432294400","Just realized my sisters and I have never been to Japan or China! We want to go so badly!",-1,2
6784,NA,"7/22/2011","/KimKardashian/status/94542289648615424","Don't forget to vote for Lamar in the Male Variety Star category!!! http://bit.ly/q79hgv #TCAs Let's get him a Teen Choice Awards surfboard!",2,4
6785,"Khloe","7/22/2011","/KimKardashian/status/94531455643947008","Now meeting up w @KourtneyKardash @KhloeKardashian to approve our Sears spring collection! Its looking craaazyyyy!!!!!",1,6
6785,"Kourtney","7/22/2011","/KimKardashian/status/94531455643947008","Now meeting up w @KourtneyKardash @KhloeKardashian to approve our Sears spring collection! Its looking craaazyyyy!!!!!",1,6
6786,NA,"7/22/2011","/KimKardashian/status/94489265882398720","Hi dolls, have you voted for us yet? http://bit.ly/q79hgv Please vote! We'd LOVE to win at the Teen Choice Awards!!!",3,4
6787,NA,"7/22/2011","/KimKardashian/status/94452933172805632","OK bronze smokey it is!",0,1
6788,NA,"7/22/2011","/KimKardashian/status/94407887018934272","Early morning bootcamp always starts my day off good! Have a great day everyone!",2,2
6789,NA,"7/21/2011","/KimKardashian/status/94207856328450048","I'm so excited to watch #sweethomealabama. It comes on tonight on cmt at 9/8c. Such a cute show!",2,1
6790,"Khloe","7/21/2011","/KimKardashian/status/94192224996311041","Found this pic of me @KourtneyKardash @KhloeKardash! Fun day at the office w my sisters! http://twitpic.com/5tps1y",1,2
6790,"Kourtney","7/21/2011","/KimKardashian/status/94192224996311041","Found this pic of me @KourtneyKardash @KhloeKardash! Fun day at the office w my sisters! http://twitpic.com/5tps1y",1,2
6791,NA,"7/21/2011","/KimKardashian/status/94134596802854914","Family fun at Disneyland! http://bit.ly/pGpCwE It was Mason's first time!!",1,3
6792,NA,"7/21/2011","/KimKardashian/status/94114210254032896","In San Francisco right now,just went to Sears 2 see our new Kardashian Kollection store! OMGGG u guys its so major! Can't wait 4 u 2 c it!",1,3
6793,"Khloe","7/21/2011","/KimKardashian/status/94036454799458304","What's everyone up to today? I'm working with @KourtneyKardash & @KhloeKardashian all day! I love days like this!",2,2
6793,"Kourtney","7/21/2011","/KimKardashian/status/94036454799458304","What's everyone up to today? I'm working with @KourtneyKardash & @KhloeKardashian all day! I love days like this!",2,2
6794,NA,"7/21/2011","/KimKardashian/status/94027419429765120","Rise & grind!",-1,1
6795,NA,"7/20/2011","/KimKardashian/status/93846081225494528","All about the fringe! http://bit.ly/oAO4WC ",0,1
6796,"Kylie","7/20/2011","/KimKardashian/status/93772210082287616","Kisses from @KylieJenner! http://bit.ly/qTboiD",0,1
6797,NA,"7/20/2011","/KimKardashian/status/93729413014880257","My first fragrance is now available in the UK at The Perfume Shop! You can order online now!! http://bit.ly/p7FR5L  Love to all my UK dolls!",2,4
6798,NA,"7/19/2011","/KimKardashian/status/93486972475154432","This is one of the bravest girls I've ever met!! http://bit.ly/poH2Wb  My prayers are with you, Zoe!",0,3
6799,NA,"7/19/2011","/KimKardashian/status/93405029154832384","Recognizing Ovarian Cancer is the 1st step in fighting ovarian cancer–please watch & share this video: http://youtu.be/3OAwNiI5en0    #SuperSaturday",-1,0
6800,NA,"7/19/2011","/KimKardashian/status/93216845653487616","Back in LA! Happy to be home!",1,2
6801,NA,"7/18/2011","/KimKardashian/status/93167307475533824","Thermal photo booth!!! http://bit.ly/oVZahE ",0,3
6802,NA,"7/18/2011","/KimKardashian/status/93047451270918146","Inspired by classic Hollywood beauties! http://bit.ly/q1dbmp",1,1
6803,NA,"7/18/2011","/KimKardashian/status/93003992388476928","I learned so much about couture today!",0,1
6804,NA,"7/18/2011","/KimKardashian/status/92924316081065984","New York what's up? Just landed! Have some meetings then back to LA tonight! I'm gonna try to squeeze in as much as I can in 12 hrs!",0,3
6805,NA,"7/17/2011","/KimKardashian/status/92777644013273088","Keeping Up With The Kardashians is on NOW East Coast!!!!",0,4
6806,NA,"7/17/2011","/KimKardashian/status/92717506128642048","It's HOT in LA today...pool time!!! http://twitpic.com/5rruzx",1,3
6807,"Khloe","7/17/2011","/KimKardashian/status/92716249515175937","Watch @KhloeKardashian try to cure Bruce's hearing problem! lol http://bit.ly/pLorcZ ",0,1
6807,"Caitlyn","7/17/2011","/KimKardashian/status/92716249515175937","Watch @KhloeKardashian try to cure Bruce's hearing problem! lol http://bit.ly/pLorcZ ",0,1
6808,NA,"7/17/2011","/KimKardashian/status/92644424655454208","Do something nice for someone else today!",1,1
6809,NA,"7/17/2011","/KimKardashian/status/92506730428239872","Will everyone PLEASE stop tweeting about how clear the freeways are in LA! Watch there be so much traffic Sunday bc everyone thinks its dead",0,1
6810,NA,"7/16/2011","/KimKardashian/status/92429341664886784","This guy next to me won't SHUT UP! I've given him sooo many clues! I'm pretending to fall asleep now...this is gonna be a loooooong flight!",-1,3
6811,NA,"7/16/2011","/KimKardashian/status/92322623102533632","I love this pic from our Mexico vacation! http://bit.ly/nV5j12 Mason is the cutest thing ever!!!",1,4
6812,"Kris","7/16/2011","/KimKardashian/status/92318942919524352","Its called squishing me! RT @KrisHumphries: Is this planking?  @RobKardashian http://lockerz.com/s/120804394",0,1
6813,NA,"7/16/2011","/KimKardashian/status/92317985448013825","RT @JasonBinn: In life don't ever stop doing what you love & are passionate about",2,0
6814,NA,"7/16/2011","/KimKardashian/status/92289842016288768","So LA, how's the traffic? I'm so curious if its as bad as everyone imagined it to be w the 405 closed!",-1,1
6815,NA,"7/15/2011","/KimKardashian/status/92078273554685952","Just finished a fun dinner on Lake Minnetonka! Love it here!",2,2
6816,"Kris","7/15/2011","/KimKardashian/status/91936071365050368","Pulling up to the Boys & Girls Club for the Kris Humphries Foundation Basketball Camp! Can't wait to meet all of the kids!",0,2
6817,NA,"7/15/2011","/KimKardashian/status/91864653243756544","Great early morning workout! Thanks LifeTime Fitness for keeping me motivated in Minnesota!",2,2
6818,NA,"7/15/2011","/KimKardashian/status/91794153142366208","Shoedazzle UK is almost live! Go to http://www.shoedazzle.co.uk/ to get your access code! P.S. Inviting friends gets you in earlier!",0,3
6819,NA,"7/14/2011","/KimKardashian/status/91723720208547840","Good night! Say your prayers!",1,2
6820,NA,"7/14/2011","/KimKardashian/status/91723661404422144","Pray bold prayers, God will do bold things! ""On the day I called, You answered me;You made me bold with strength in my soul"" psalm 138:3",0,1
6821,NA,"7/14/2011","/KimKardashian/status/91668590582964224","Obsessed with this Suel ring!!!! http://twitpic.com/5q8sxt",0,4
6822,NA,"7/14/2011","/KimKardashian/status/91567745921056768","OMG! How cute is Mason at Disneyland!? http://bit.ly/oYeC8N",1,2
6823,NA,"7/13/2011","/KimKardashian/status/91326054890876929","How fun are our Kardashian Kolors names!? http://bit.ly/re8SLt 'Follow Me on Glitter' is my fav! lol",3,2
6824,NA,"7/13/2011","/KimKardashian/status/91275501863313408","It's Hump day...so I'm on my way to Minnie to see my Hump! Can't wait!",0,2
6825,NA,"7/13/2011","/KimKardashian/status/91265679558320128","Couples weekend on Lake Minnetonka! http://bit.ly/ogYWvu",0,1
6826,NA,"7/13/2011","/KimKardashian/status/91246405074694144","Listening to Smile by @AvrilLavigne ... LOVE this song! Hmmm Avril, sounds like this song is made for @BrodyJenner ??!! So cute!",4,4
6827,NA,"7/13/2011","/KimKardashian/status/91227088366993409","I LOVE old Hollywood!! http://bit.ly/roiHNB  What do you think of this look?",1,2
6828,"Khloe","7/13/2011","/KimKardashian/status/91201669026680832","OMG STOP! She better not! RT @peoplemag: Khloe Kardashian planning a ""very embarrassing"" bachelorette party 4 sister Kim http://ow.ly/5Dw8R",0,2
6828,"Kim","7/13/2011","/KimKardashian/status/91201669026680832","OMG STOP! She better not! RT @peoplemag: Khloe Kardashian planning a ""very embarrassing"" bachelorette party 4 sister Kim http://ow.ly/5Dw8R",0,2
6829,NA,"7/13/2011","/KimKardashian/status/91161337102729217","Just heard @TheGame 's new song w Trey Songz & I LOVE it! I'm so excited for his new album!",2,2
6830,NA,"7/13/2011","/KimKardashian/status/91134913478275072","Rise & grind! I'm actually  shocked I got up at 6am to workout! I didn't fall asleep until 2am! #focused",-3,3
6831,"Kris","7/12/2011","/KimKardashian/status/90888190700957696","Kris took me to my first Twins game! http://bit.ly/qxdmU7",0,1
6832,NA,"7/12/2011","/KimKardashian/status/90838093543911425","Should I wake him? I need a kiss http://twitpic.com/5p5cj1",0,0
6833,NA,"7/12/2011","/KimKardashian/status/90836766935883776","Family fun day!",1,1
6834,"Kylie","7/12/2011","/KimKardashian/status/90824662526865408","OMG @KendallJenner hit 1 million followers! Go Kenny! This is so exciting! Now let's get @KylieJenner to a million! She's pretty close!",2,5
6834,"Kendall","7/12/2011","/KimKardashian/status/90824662526865408","OMG @KendallJenner hit 1 million followers! Go Kenny! This is so exciting! Now let's get @KylieJenner to a million! She's pretty close!",2,5
6835,NA,"7/12/2011","/KimKardashian/status/90794829679837184","Rise & Grind is a trending topic!!! I LOVE THIS!",0,4
6836,NA,"7/12/2011","/KimKardashian/status/90776191312723968","Early morning #BEASTMODE with @RobKardashian & @Gunnar http://twitpic.com/5p21yp",0,0
6837,"Kendall","7/11/2011","/KimKardashian/status/90614049817112576","OMG I'm watching rough cuts of Keeping Up W The Kardashians! Wow the rest of the season is so funny! I'm crying laughing at kendall & kylie!",-1,3
6837,"Kylie","7/11/2011","/KimKardashian/status/90614049817112576","OMG I'm watching rough cuts of Keeping Up W The Kardashians! Wow the rest of the season is so funny! I'm crying laughing at kendall & kylie!",-1,3
6838,"Kendall","7/11/2011","/KimKardashian/status/90547116140793856","How stunning does @KendallJenner look in Seventeen!?! http://bit.ly/n9pQ3Q ",1,2
6839,NA,"7/11/2011","/KimKardashian/status/90489922250747904","Doing all of my fan mail! These letters are so sweet! I appreciate u! Xoxo",2,3
